planet_name,planet_status,mass,mass_error_min,mass_error_max,planet_radius,radius_error_min,radius_error_max,planet_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,discovery_year,updated,publication,discovery_method,alternate_names,star_name,ra,dec,mag_j,mag_h,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_alternate_names
Kepler-1470 b,Confirmed,1.8,0.11,0.11,0.095,0.007,0.007,16.2950903,0.0001916,0.0001916,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19144680+3952595 b, K03330.01, KIC 4736644 b, KOI-3330 b, KOI-3330.01, WISE J191446.78+395259.2 b",Kepler-1470,288.695007,39.883191,13.492,12.978,569.0,3.73,3.73,-0.01,0.16,0.16,0.8,0.04,0.04,0.76,0.04,0.04,4961.0,94.64,94.64,"2MASS J19144680+3952595, KIC 4736644, KOI-3330, WISE J191446.78+395259.2"
Kepler-1471 b,Confirmed,1.8,0.11,0.11,0.126,0.012,0.012,3.63899398,2.002e-05,2.002e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19183957+5001121 b, K03344.02, KIC 11810124 b, KOI-3344 b, KOI-3344.02, WISE J191839.58+500112.2 b",Kepler-1471,289.664878,50.020046,14.037,13.69,1059.0,3.73,3.73,-0.03,0.188,0.188,0.95,0.06,0.06,0.93,0.07,0.07,5660.0,104.98,104.98,"2MASS J19183957+5001121, KIC 11810124, KOI-3344, WISE J191839.58+500112.2"
Kepler-1472 b,Confirmed,1.8,0.11,0.11,0.17,0.032,0.032,38.1312831,0.0005755,0.0005755,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19392463+4903268 b, K03345.01, KIC 11303322 b, KOI-3345 b, KOI-3345.01, WISE J193924.64+490326.8 b",Kepler-1472,294.852648,49.057472,13.579,13.308,1269.0,3.73,3.73,0.03,0.147,0.147,1.16,0.09,0.09,1.25,0.18,0.18,6159.0,114.64,114.64,"2MASS J19392463+4903268, KIC 11303322, KOI-3345, WISE J193924.64+490326.8"
Kepler-1473 b,Confirmed,1.8,0.11,0.11,0.106,0.007,0.007,14.4273551,8.414e-05,8.414e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19223277+4859458 b, K03346.01, KIC 11241912 b, KOI-3346 b, KOI-3346.01, WISE J192232.79+485946.3 b",Kepler-1473,290.636569,48.996082,12.346,12.103,625.0,3.73,3.73,-0.01,0.097,0.097,1.09,0.04,0.04,1.09,0.06,0.06,6046.0,64.08,64.08,"2MASS J19223277+4859458, KIC 11241912, KOI-3346, WISE J192232.79+485946.3"
Kepler-1474 b,Confirmed,1.8,0.11,0.11,0.193,0.021,0.021,36.4333452,0.0003218,0.0003218,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19384657+4552006 b, K03348.01, KIC 9349757 b, KOI-3348 b, KOI-3348.01, WISE J193846.56+455200.5 b",Kepler-1474,294.694049,45.866837,14.027,13.709,1214.0,3.73,3.73,0.04,0.164,0.164,1.04,0.07,0.07,1.04,0.11,0.11,5870.0,173.32,173.32,"2MASS J19384657+4552006, KIC 9349757, KOI-3348, WISE J193846.56+455200.5"
Kepler-1475 b,Confirmed,1.8,0.11,0.11,0.261,0.041,0.041,82.177374,0.00115,0.00115,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19434758+4445112 b, K03349.01, KIC 8636333 b, KOI-3349 b, KOI-3349.01, WISE J194347.59+444511.1 b",Kepler-1475,295.948273,44.753124,14.192,13.89,1714.0,3.73,3.73,0.03,0.163,0.163,1.18,0.11,0.11,1.28,0.19,0.19,6214.0,203.22,203.22,"2MASS J19434758+4445112, KIC 8636333, KOI-3349, WISE J194347.59+444511.1"
Kepler-1476 b,Confirmed,1.8,0.11,0.11,0.149,0.012,0.012,10.35863224,5.885e-05,5.885e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J18580770+4359238 b, K03352.01, KIC 8081239 b, KOI-3352 b, KOI-3352.01, WISE J185807.71+435923.3 b",Kepler-1476,284.532096,43.989956,14.227,13.896,1218.0,3.73,3.73,0.06,0.155,0.155,0.98,0.05,0.05,0.96,0.07,0.07,5663.0,77.19,77.19,"2MASS J18580770+4359238, KIC 8081239, KOI-3352, WISE J185807.71+435923.3"
Kepler-1477 b,Confirmed,1.8,0.11,0.11,0.105,0.008,0.008,11.55530021,8.098e-05,8.098e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J18451164+4241087 b, K03353.01, KIC 7091432 b, KOI-3353 b, KOI-3353.01, WISE J184511.64+424108.5 b",Kepler-1477,281.298535,42.685753,13.176,12.701,525.0,3.73,3.73,-0.06,0.166,0.166,0.81,0.04,0.04,0.78,0.04,0.04,5100.0,73.51,73.51,"2MASS J18451164+4241087, KIC 7091432, KOI-3353, WISE J184511.64+424108.5"
Kepler-1478 b,Confirmed,1.8,0.11,0.11,0.154,0.017,0.017,26.0840594,0.0005121,0.0005121,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19323961+4144464 b, K03356.01, KIC 6368230 b, KOI-3356 b, KOI-3356.01, WISE J193239.61+414446.2 b",Kepler-1478,293.165079,41.746235,14.28,13.975,1405.0,3.73,3.73,0.03,0.178,0.178,1.04,0.07,0.07,1.06,0.11,0.11,5904.0,137.72,137.72,"2MASS J19323961+4144464, KIC 6368230, KOI-3356, WISE J193239.61+414446.2"
Kepler-1479 b,Confirmed,1.8,0.11,0.11,0.163,0.014,0.014,14.53261362,4.429e-05,4.429e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19025086+4942239 b, K03363.01, KIC 11651712 b, KOI-3363 b, KOI-3363.01, WISE J190250.87+494224.1 b",Kepler-1479,285.711919,49.706657,12.667,12.342,619.0,3.73,3.73,-0.02,0.187,0.187,0.99,0.06,0.06,0.98,0.08,0.08,5796.0,79.45,79.45,"2MASS J19025086+4942239, KIC 11651712, KOI-3363, WISE J190250.87+494224.1"
Kepler-147 b,Confirmed,1.8,0.11,0.11,0.136,0.028,0.028,12.610584,0.000228,0.000228,0.113,2014,2021-02-05,Announced on a website,Primary Transit,"2MASS J19115418+3905138 b, K00392.02, KIC 3942670 b, KOI-392 b, KOI-392.02, WISE J191154.17+390513.8  b",Kepler-147,287.975766,39.087181,12.786,12.475,1073.89,27.36,27.36,0.078,0.1,0.1,1.01,0.052,0.052,1.47,0.29,0.29,6012.0,100.0,100.0,"2MASS J19115418+3905138, KIC 3942670, KOI-392, WISE J191154.17+390513.8"
Kepler-147 c,Confirmed,1.8,0.11,0.11,0.217,0.044,0.044,33.416423,0.000416,0.000416,0.216,2014,2021-02-05,Announced on a website,Primary Transit,"2MASS J19115418+3905138 c, K00392.01, KIC 3942670 c, KOI-392 c, KOI-392.01, WISE J191154.17+390513.8  c",Kepler-147,287.975766,39.087181,12.786,12.475,1073.89,27.36,27.36,0.078,0.1,0.1,1.01,0.052,0.052,1.47,0.29,0.29,6012.0,100.0,100.0,"2MASS J19115418+3905138, KIC 3942670, KOI-392, WISE J191154.17+390513.8"
Kepler-1480 Ab,Confirmed,1.8,0.11,0.11,0.3515,0.1303,0.1303,22.1270885,0.0002566,0.0002566,0.1525,2016,2024-08-03,Announced on a website,Primary Transit,"WISE J192759.95+491806.6 b, Kepler-1480 b, KOI-3365 b, KOI-3365.01, K03365.01, KIC 11455428 b, 2MASS J19275994+4918065 b",Kepler-1480 A,291.999771,49.301811,13.08,12.64,500.892,4.9255,4.9255,0.1,0.0358,0.0358,0.83,0.052,0.052,0.799,0.055,0.055,4986.94,37.8613,37.8613,"WISE J192759.95+491806.6, Kepler-1480, KOI-3365, KIC 11455428, 2MASS J19275994+4918065"
Kepler-1481 b,Confirmed,1.8,0.11,0.11,0.11,0.005,0.005,5.94220998,2.335e-05,2.335e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19174535+4943523 b, K03370.02, KIC 11657614 b, KOI-3370 b, KOI-3370.02, WISE J191745.35+494352.3 b",Kepler-1481,289.438971,49.73122,13.181,12.696,493.0,3.73,3.73,0.04,0.161,0.161,0.8,0.04,0.04,0.75,0.03,0.03,4908.0,65.82,65.82,"2MASS J19174535+4943523, KIC 11657614, KOI-3370, WISE J191745.35+494352.3"
Kepler-1482 Ab,Confirmed,1.8,0.11,0.11,0.09,0.0027,0.0027,12.25384348,8.837e-05,8.837e-05,0.1016,2016,2024-08-02,Announced on a website,Primary Transit,"WISE J190115.32+484331.1 b, KOI-3371 b, KOI-3371.02, K03371.02, KIC 11125797 b, 2MASS J19011531+4843309 b",Kepler-1482 A,285.313805,48.725254,12.441,12.034,442.0,3.73,3.73,0.116,0.081,0.081,0.98,0.052,0.052,0.977,0.055,0.055,5567.9,84.27,84.27,"KIC 11125797, WISE J190115.32+484331.1, KOI-3371, 2MASS J19011531+4843309"
Kepler-1483 b,Confirmed,1.8,0.11,0.11,0.136,0.027,0.027,9.5085156,0.0001053,0.0001053,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19413834+4209029 b, K03374.01, KIC 6705026 b, KOI-3374 b, KOI-3374.01",Kepler-1483,295.409776,42.150831,13.397,13.12,1327.0,3.73,3.73,0.04,0.159,0.159,1.25,0.14,0.14,1.4,0.25,0.25,6337.0,223.77,223.77,"2MASS J19413834+4209029, KIC 6705026, KOI-3374"
Kepler-1484 b,Confirmed,1.8,0.11,0.11,0.188,0.02,0.02,30.4549136,0.0003536,0.0003536,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19304422+3807346 b, K03379.01, KIC 2995392 b, KOI-3379 b, KOI-3379.01, WISE J193044.21+380734.5 b",Kepler-1484,292.684285,38.126286,14.135,13.765,1095.0,3.73,3.73,-0.17,0.212,0.212,0.94,0.07,0.07,0.92,0.09,0.09,5730.0,127.9,127.9,"2MASS J19304422+3807346, KIC 2995392, KOI-3379, WISE J193044.21+380734.5"
Kepler-1485 b,Confirmed,1.8,0.11,0.11,0.131,0.012,0.012,19.9157725,0.0001284,0.0001284,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19522290+4444134 b, K03384.02, KIC 8644365 b, KOI-3384 b, KOI-3384.02, WISE J195222.90+444413.4 b",Kepler-1485,298.095423,44.737057,12.022,11.757,550.0,3.73,3.73,0.02,0.083,0.083,1.11,0.04,0.04,1.12,0.06,0.06,6087.0,89.44,89.44,"2MASS J19522290+4444134, KIC 8644365, KOI-3384, WISE J195222.90+444413.4"
Kepler-1486 b,Confirmed,1.8,0.11,0.11,0.207,0.026,0.026,54.6495759,0.0009825,0.0009825,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19222169+4526229 b, K03393.01, KIC 9085563 b, KOI-3393 b, KOI-3393.01, WISE J192221.72+452623.3 b",Kepler-1486,290.590382,45.439713,14.198,13.862,1465.0,3.73,3.73,0.06,0.141,0.141,1.08,0.07,0.07,1.12,0.12,0.12,5965.0,160.68,160.68,"2MASS J19222169+4526229, KIC 9085563, KOI-3393, WISE J192221.72+452623.3"
Kepler-1487 b,Confirmed,1.8,0.11,0.11,0.19,0.04,0.04,7.31946363,4.683e-05,4.683e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19415954+3838402 b, K03398.01, KIC 3561464 b, KOI-3398 b, KOI-3398.01, WISE J194159.53+383840.1 b",Kepler-1487,295.498108,38.644501,12.556,12.311,1094.0,3.73,3.73,0.04,0.153,0.153,1.38,0.16,0.16,1.63,0.32,0.32,6541.0,190.33,190.33,"2MASS J19415954+3838402, KIC 3561464, KOI-3398, WISE J194159.53+383840.1"
Kepler-1488 b,Confirmed,1.8,0.11,0.11,0.166,0.033,0.033,39.8189932,0.0002907,0.0002907,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19063514+4956160 b, K03403.01, KIC 11754430 b, KOI-3403 b, KOI-3403.01, WISE J190635.13+495615.9 b",Kepler-1488,286.646417,49.937778,12.012,11.694,905.825,11.539,11.539,0.0432,0.0198,0.0198,1.03,0.144,0.144,1.9769,0.093,0.093,5757.09,145.79,145.79,"2MASS J19063514+4956160, KIC 11754430, KOI-3403, WISE J190635.13+495615.9"
Kepler-1488 c,Confirmed,1.8,0.11,0.11,0.14729,0.021,0.021,6.158269882,0.000107,0.000107,0.0658,2017,2024-06-10,Announced on a website,Primary Transit,"KOI-3403 c, KOI-3403.02",Kepler-1488,286.646417,49.937778,12.012,11.694,905.825,11.539,11.539,0.0432,0.0198,0.0198,1.03,0.144,0.144,1.9769,0.093,0.093,5757.09,145.79,145.79,"2MASS J19063514+4956160, KIC 11754430, KOI-3403, WISE J190635.13+495615.9"
Kepler-1489 b,Confirmed,1.8,0.11,0.11,0.158,0.016,0.016,82.294751,0.001799,0.001799,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J18451099+4427554 b, K03404.01, KIC 8409295 b, KOI-3404 b, KOI-3404.01, WISE J184510.99+442755.4 b",Kepler-1489,281.295831,44.465405,13.677,13.286,1283.05,34.18,34.18,-0.13,0.192,0.192,1.0,0.052,0.052,1.308,0.055,0.055,5655.0,122.0,122.0,"KIC 8409295, WISE J184510.99+442755.4, KOI-3404, 2MASS J18451099+4427554"
Kepler-1489 c,Confirmed,1.8,0.11,0.11,0.0455,0.0071,0.0071,0.680741,4e-06,4e-06,0.0146,2023,2024-10-18,Published in a refereed paper,Primary Transit,"KOI-3404 c, KIC 8409295 c",Kepler-1489,281.295831,44.465405,13.677,13.286,1283.05,34.18,34.18,-0.13,0.192,0.192,1.0,0.052,0.052,1.308,0.055,0.055,5655.0,122.0,122.0,"KIC 8409295, WISE J184510.99+442755.4, KOI-3404, 2MASS J18451099+4427554"
Kepler-148 b,Confirmed,1.8,0.11,0.11,0.161,0.078,0.078,1.729366,4e-06,4e-06,0.028,2014,2021-02-05,Announced on a website,Primary Transit,"2MASS J19190869+4651316 b, K00398.03, KIC 9946525 b, KOI-398 b, KOI-398.03, WISE J191908.68+465131.6  b",Kepler-148,289.786216,46.858788,13.903,13.527,809.42,15.64,15.64,0.143,0.1,0.1,0.94,0.052,0.052,0.85,0.41,0.41,5272.0,200.0,200.0,"2MASS J19190869+4651316, KIC 9946525, KOI-398, WISE J191908.68+465131.6"
Kepler-148 c,Confirmed,1.8,0.11,0.11,0.321,0.157,0.157,4.180043,4e-06,4e-06,0.05,2014,2021-02-05,Announced on a website,Primary Transit,"2MASS J19190869+4651316 c, K00398.02, KIC 9946525 c, KOI-398 c, KOI-398.02, WISE J191908.68+465131.6  c",Kepler-148,289.786216,46.858788,13.903,13.527,809.42,15.64,15.64,0.143,0.1,0.1,0.94,0.052,0.052,0.85,0.41,0.41,5272.0,200.0,200.0,"2MASS J19190869+4651316, KIC 9946525, KOI-398, WISE J191908.68+465131.6"
Kepler-148 d,Confirmed,1.8,0.11,0.11,0.774,0.037,0.037,51.84688575,2.57e-05,2.57e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19190869+4651316 d, K00398.01, KIC 9946525 d, KOI-398 d, KOI-398.01, WISE J191908.68+465131.6 d",Kepler-148,289.786216,46.858788,13.903,13.527,809.42,15.64,15.64,0.143,0.1,0.1,0.94,0.052,0.052,0.85,0.41,0.41,5272.0,200.0,200.0,"2MASS J19190869+4651316, KIC 9946525, KOI-398, WISE J191908.68+465131.6"
Kepler-1490 b,Confirmed,1.8,0.11,0.11,0.271,0.056,0.056,92.4362973,0.0009042,0.0009042,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19424645+4236342 b, K03407.01, KIC 7131760 b, KOI-3407 b, KOI-3407.01, WISE J194246.44+423634.0 b",Kepler-1490,295.693573,42.609512,14.092,13.671,968.0,3.73,3.73,-0.08,0.179,0.179,0.9,0.06,0.06,0.87,0.07,0.07,5515.0,190.47,190.47,"2MASS J19424645+4236342, KIC 7131760, KOI-3407, WISE J194246.44+423634.0"
Kepler-1491 b,Confirmed,1.8,0.11,0.11,0.135,0.012,0.012,16.5861762,0.0002214,0.0002214,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19343114+4544263 b, K03410.01, KIC 9285265 b, KOI-3410 b, KOI-3410.01, WISE J193431.14+454426.3 b",Kepler-1491,293.629756,45.740651,14.323,13.995,1312.0,3.73,3.73,0.06,0.149,0.149,1.0,0.05,0.05,0.99,0.08,0.08,5728.0,115.34,115.34,"2MASS J19343114+4544263, KIC 9285265, KOI-3410, WISE J193431.14+454426.3"
Kepler-1492 b,Confirmed,1.8,0.11,0.11,0.133,0.014,0.014,16.75255007,6.46e-05,6.46e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19142330+4102111 b, K03412.01, KIC 5780930 b, KOI-3412 b, KOI-3412.01, WISE J191423.29+410210.9 b",Kepler-1492,288.597097,41.03642,12.804,12.26,371.0,3.73,3.73,0.06,0.179,0.179,0.77,0.04,0.04,0.72,0.03,0.03,4712.0,72.63,72.63,"2MASS J19142330+4102111, KIC 5780930, KOI-3412, WISE J191423.29+410210.9"
Kepler-1493 b,Confirmed,1.8,0.11,0.11,0.126,0.021,0.021,15.0217983,0.0001075,0.0001075,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19141179+3833548 b, K03415.01, KIC 3433668 b, KOI-3415 b, KOI-3415.01, WISE J191411.80+383354.7 b",Kepler-1493,288.549148,38.565232,11.925,11.6,572.0,3.73,3.73,0.06,0.071,0.071,1.06,0.05,0.05,1.29,0.2,0.2,5863.0,82.85,82.85,"2MASS J19141179+3833548, KIC 3433668, KOI-3415, WISE J191411.80+383354.7"
Kepler-1494 b,Confirmed,1.8,0.11,0.11,0.274,0.051,0.051,91.080482,0.001769,0.001769,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J18503777+4309450 b, K03417.01, KIC 7503885 b, KOI-3417 b, KOI-3417.01, WISE J185037.77+430945.0 b",Kepler-1494,282.657401,43.162518,14.01,13.7,1059.0,3.73,3.73,0.01,0.182,0.182,0.96,0.06,0.06,0.94,0.07,0.07,5659.0,107.31,107.31,"2MASS J18503777+4309450, KIC 7503885, KOI-3417, WISE J185037.77+430945.0"
Kepler-1495 b,Confirmed,1.8,0.11,0.11,0.262,0.029,0.029,85.273256,0.001954,0.001954,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19043138+3846466 b, K03418.01, KIC 3629330 b, KOI-3418 b, KOI-3418.01",Kepler-1495,286.130757,38.779631,14.176,13.833,1307.0,3.73,3.73,0.06,0.146,0.146,1.03,0.06,0.06,1.04,0.1,0.1,5831.0,139.38,139.38,"2MASS J19043138+3846466, KIC 3629330, KOI-3418"
Kepler-1496 b,Confirmed,1.8,0.11,0.11,0.198,0.032,0.032,64.6588017,0.00078,0.00078,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19355374+4521025 b, K03428.01, KIC 9027909 b, KOI-3428 b, KOI-3428.01, WISE J193553.73+452102.6 b",Kepler-1496,293.973936,45.350704,13.611,13.339,1293.0,3.73,3.73,0.05,0.152,0.152,1.18,0.11,0.11,1.27,0.2,0.2,6182.0,206.6,206.6,"2MASS J19355374+4521025, KIC 9027909, KOI-3428, WISE J193553.73+452102.6"
Kepler-1497 b,Confirmed,1.8,0.11,0.11,0.148,0.014,0.014,8.74199772,8.621e-05,8.621e-05,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19444707+4538035 b, K03429.02, KIC 9230021 b, KOI-3429 b, KOI-3429.02, WISE J194447.07+453803.5 b",Kepler-1497,296.19614,45.634331,14.134,13.756,1122.0,3.73,3.73,0.01,0.172,0.172,0.96,0.06,0.06,0.95,0.08,0.08,5675.0,169.0,169.0,"2MASS J19444707+4538035, KIC 9230021, KOI-3429, WISE J194447.07+453803.5"
Kepler-1498 b,Confirmed,1.8,0.11,0.11,0.119,0.008,0.008,48.051405,0.0009331,0.0009331,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J18590674+4455004 b, K03432.01, KIC 8738775 b, KOI-3432 b, KOI-3432.01, WISE J185906.74+445500.3 b",Kepler-1498,284.77811,44.916782,13.703,13.233,740.0,3.73,3.73,-0.01,0.156,0.156,0.86,0.04,0.04,0.81,0.04,0.04,5256.0,58.16,58.16,"2MASS J18590674+4455004, KIC 8738775, KOI-3432, WISE J185906.74+445500.3"
Kepler-1499 b,Confirmed,1.8,0.11,0.11,0.106,0.012,0.012,44.2008,0.0006553,0.0006553,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J18555672+4139014 b, K03436.01, KIC 6265665 b, KOI-3436 b, KOI-3436.01, WISE J185556.71+413901.7 b",Kepler-1499,283.986337,41.650406,12.016,11.551,310.0,3.73,3.73,-0.01,0.169,0.169,0.82,0.04,0.04,0.78,0.04,0.04,5097.0,92.24,92.24,"2MASS J18555672+4139014, KIC 6265665, KOI-3436, WISE J185556.71+413901.7"
Kepler-149 Ab,Confirmed,1.8,0.11,0.11,0.3702,0.0285,0.0285,29.19899219,2.398e-05,2.398e-05,0.1815,2014,2024-08-02,Announced on a website,Primary Transit,"KOI-401 b, KOI-401.01, K00401.01, WISE J190324.86+382302.7 b, KIC 3217264 b, 2MASS J19032487+3823028 b",Kepler-149 A,285.853667,38.384119,12.694,12.274,571.034,5.715,5.715,0.38,0.03,0.03,0.93,0.052,0.052,1.0,0.055,0.055,5380.49,32.0,32.0,"KIC 3217264, WISE J190324.86+382302.7, KOI-401, 2MASS J19032487+3823028"
Kepler-149 Ac,Confirmed,1.8,0.11,0.11,0.149,0.0116,0.0116,55.3291399,0.0005174,0.0005174,0.2779,2014,2024-08-02,Announced on a website,Primary Transit,"KOI-401 c, K00401.03, KOI-401.03, KIC 3217264 c, WISE J190324.86+382302.7 c, 2MASS J19032487+3823028 c",Kepler-149 A,285.853667,38.384119,12.694,12.274,571.034,5.715,5.715,0.38,0.03,0.03,0.93,0.052,0.052,1.0,0.055,0.055,5380.49,32.0,32.0,"KIC 3217264, WISE J190324.86+382302.7, KOI-401, 2MASS J19032487+3823028"
Kepler-149 Ad,Confirmed,1.8,0.11,0.11,0.3818,0.0294,0.0294,160.0191598,0.0005208,0.0005208,0.5642,2014,2024-08-02,Announced on a website,Primary Transit,"WISE J190324.86+382302.7 d, KOI-401 d, KOI-401.02, K00401.02, KIC 3217264 d, 2MASS J19032487+3823028 d",Kepler-149 A,285.853667,38.384119,12.694,12.274,571.034,5.715,5.715,0.38,0.03,0.03,0.93,0.052,0.052,1.0,0.055,0.055,5380.49,32.0,32.0,"KIC 3217264, WISE J190324.86+382302.7, KOI-401, 2MASS J19032487+3823028"
Kepler-14 Ab,Confirmed,8.4,0.19,0.19,1.136,0.054,0.054,6.790123,4.3e-06,4.3e-06,0.12,2011,2024-07-29,Published in a refereed paper,Primary Transit,"Kepler-14 b, KOI-98 b, WISE J191050.10+471958.8 b, TOI-1267.01, KOI-98.01, KIC 10264660 b, TYC 3546-00413-1 b, 2MASS J19105011+4719589 b",Kepler-14 A,287.708814,47.33305,11.202,11.068,980.0,3.73,3.73,0.12,0.06,0.06,1.51,0.04,0.04,2.05,0.08,0.08,6395.0,60.0,60.0,"Kepler-14, KIC 10264660, TYC 3546-00413-1, WISE J191050.10+471958.8, TOI-1267, KOI-98, 2MASS J19105011+4719589"
Kepler-1500 b,Confirmed,1.8,0.11,0.11,0.107,0.013,0.013,15.0330105,0.0001612,0.0001612,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19153199+3944404 b, K03437.01, KIC 4645174 b, KOI-3437 b, KOI-3437.01, WISE J191532.01+394440.6 b",Kepler-1500,288.883334,39.744572,13.476,13.149,904.0,3.73,3.73,-0.05,0.185,0.185,1.0,0.07,0.07,1.0,0.1,0.1,5845.0,140.57,140.57,"2MASS J19153199+3944404, KIC 4645174, KOI-3437, WISE J191532.01+394440.6"
Kepler-1501 b,Confirmed,1.8,0.11,0.11,0.139,0.022,0.022,14.5564533,0.0001121,0.0001121,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19194044+4200051 b, K03438.01, KIC 6599975 b, KOI-3438 b, KOI-3438.01, WISE J191940.45+420005.1 b",Kepler-1501,289.918519,42.001431,12.661,12.415,888.0,3.73,3.73,0.04,0.163,0.163,1.2,0.09,0.09,1.3,0.18,0.18,6229.0,123.73,123.73,"2MASS J19194044+4200051, KIC 6599975, KOI-3438, WISE J191940.45+420005.1"
Kepler-1502 b,Confirmed,1.8,0.11,0.11,0.284,0.057,0.057,41.7083629,0.0003485,0.0003485,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19442589+3919116 b, K03439.01, KIC 4282191 b, KOI-3439 b, KOI-3439.01, WISE J194425.89+391911.6 b",Kepler-1502,296.107919,39.319913,13.174,12.945,1540.0,3.73,3.73,0.05,0.15,0.15,1.44,0.17,0.17,1.72,0.33,0.33,6666.0,272.08,272.08,"2MASS J19442589+3919116, KIC 4282191, KOI-3439, WISE J194425.89+391911.6"
Kepler-1503 b,Confirmed,1.8,0.11,0.11,0.203,0.021,0.021,96.16987,0.00118,0.00118,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19345452+4248243 b, K03443.01, KIC 7288306 b, KOI-3443 b, KOI-3443.01, WISE J193454.52+424824.1 b",Kepler-1503,293.727175,42.806759,14.353,13.82,850.0,3.73,3.73,-0.19,0.259,0.259,0.77,0.07,0.07,0.74,0.07,0.07,5069.0,73.98,73.98,"2MASS J19345452+4248243, KIC 7288306, KOI-3443, WISE J193454.52+424824.1"
Kepler-1504 b,Confirmed,1.8,0.11,0.11,0.19,0.017,0.017,82.304003,0.001593,0.001593,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19185087+5007415 b, K03445.01, KIC 11860395 b, KOI-3445 b, KOI-3445.01, WISE J191850.87+500741.6 b",Kepler-1504,289.711993,50.128212,14.409,13.998,1029.0,3.73,3.73,-0.17,0.204,0.204,0.85,0.06,0.06,0.81,0.07,0.07,5393.0,78.86,78.86,"2MASS J19185087+5007415, KIC 11860395, KOI-3445, WISE J191850.87+500741.6"
Kepler-1505 b,Confirmed,1.8,0.11,0.11,0.083,0.004,0.004,30.8609366,0.0002252,0.0002252,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19280049+4147130 b, K03456.01, KIC 6364582 b, KOI-3456 b, KOI-3456.01, WISE J192800.49+414713.1 b",Kepler-1505,292.002052,41.786961,11.83,11.497,359.0,3.73,3.73,-0.18,0.111,0.111,0.93,0.04,0.04,0.86,0.03,0.03,5686.0,53.94,53.94,"2MASS J19280049+4147130, KIC 6364582, KOI-3456, WISE J192800.49+414713.1"
Kepler-1506 b,Confirmed,1.8,0.11,0.11,0.118,0.012,0.012,14.0329154,0.0002811,0.0002811,0.12,2016,2021-02-05,Announced on a website,Primary Transit,"2MASS J19203597+4127525 b, K03458.01, KIC 6118370 b, KOI-3458 b, KOI-3458.01, WISE J192035.97+412752.5 b",Kepler-1506,290.149884,41.464595,14.51,14.117,1318.0,3.73,3.73,-0.05,0.179,0.179,0.95,0.06,0.06,0.93,0.07,0.07,5676.0,89.59,89.59,"2MASS J19203597+4127525, KIC 6118370, KOI-3458, WISE J192035.97+412752.5"
